clade_name	MH106	MH107	MH108	MH109	MH110	MH111	MH112	MH113	MH114	MH115	MH116	MH117	MH118	MH119	MH120	MH121	MH122	MH123	MH124	MH125	MH126	MH127	MH128	MH129	MH130	MH131	MH132	MH133	SX100	SX101	SX102	SX103	SX104	SX105	SX10	SX12	SX134	SX135	SX136	SX137	SX138	SX139	SX13	SX140	SX141	SX142	SX14	SX15	SX16	SX17	SX18	SX19	SX1	SX20	SX21	SX22	SX23	SX24	SX25	SX26	SX27	SX28	SX29	SX2	SX30	SX31	SX32	SX33	SX34	SX35	SX36	SX37	SX38	SX39	SX3	SX40	SX41	SX42	SX43	SX44	SX45	SX46	SX47	SX48	SX49	SX4	SX50	SX51	SX52	SX53	SX54	SX55	SX56	SX57	SX58	SX59	SX5	SX60	SX61	SX62	SX63	SX64	SX65	SX66	SX67	SX68	SX69	SX6	SX70	SX71	SX73	SX74	SX75	SX76	SX77	SX78	SX79	SX7	SX80	SX81	SX82	SX83	SX84	SX85	SX86	SX87	SX88	SX89	SX8	SX90	SX91	SX92	SX93	SX94	SX95	SX96	SX97	SX98	SX99	SX9
k__Bacteria|p__Firmicutes|c__Negativicutes	0.50554	1.10295	0.85758	0.13103	2.66768	1.47772	2.33209	3.38252	0.87365	2.8636	4.14819	0.92473	0.82848	0.58767	0.49788	1.67715	0.7123	0.61269	0.06919	2.78719	0.76222	1.25385	0.89383	0.40645	4.08335	0.50253	2.30809	1.14532	3.03706	2.1873	0.12123	2.81349	0.77721	0.0	3.64154	3.0896	1.13546	0.32104	0.39513	1.68696	0.31506	1.42314	0.76693	1.7071	4.77892	0.72405	2.03146	12.34418	3.82292	5.7832	0.72411	6.55304	2.04992	2.70557	1.74772	2.5358	0.30346	1.56578	0.68191	0.19704	0.87251	2.24624	0.52818	1.86775	0.31499	3.01225	2.91148	0.83198	3.90658	2.45143	4.44423	0.44477	2.14161	3.3435	2.66022	3.34366	2.10789	2.49034	1.10708	3.90792	1.8887	1.45526	0.60352	3.25008	1.37485	1.1608	1.42364	0.41439	0.94971	0.99898	0.79959	1.92524	3.14997	4.29164	1.71574	0.83983	1.09507	2.5389	1.43677	3.58339	2.72019	2.20303	2.43256	0.35156	1.04453	7.59391	0.33655	3.75665	4.82665	2.47126	3.39602	2.48873	5.90166	4.50807	4.31759	1.54133	4.65926	2.22022	2.197	3.81231	1.17825	0.10965	0.98072	0.41587	1.27903	1.03535	0.94472	1.43779	1.97487	0.11374	1.90497	0.38626	0.02484	1.5599	0.11114	0.11107	4.36938	2.05024	1.9585	4.46937
k__Bacteria|p__Firmicutes|c__CFGB3035	0.31279	0.07491	0.2622	0.10194	0.35855	0.89299	0.23799	0.10511	0.20198	0.12603	0.33436	0.58567	0.62119	0.0	0.02794	0.17576	0.37595	0.34505	0.00345	0.17869	0.24534	0.33467	0.19061	2.54842	0.01107	0.9673	0.0	0.34642	0.52761	0.26817	0.03771	0.05945	1.64589	0.0	0.49669	0.08086	0.00364	0.03705	1.37827	0.159	0.76386	0.08274	0.0	0.00979	0.0	0.60031	0.14108	0.0	0.14839	0.02075	2.19492	0.0	0.2315	0.01251	0.0	0.38474	0.04838	0.4713	0.0	0.0	0.50679	0.42987	0.05963	0.0058	0.38304	0.0	0.13673	0.2944	0.95874	1.16723	0.41193	0.03037	0.3364	0.91271	0.12617	0.04651	0.2683	0.13656	0.22	0.08557	0.32061	0.35247	0.38694	0.00768	0.29805	0.0582	0.298	0.20299	0.57235	0.10336	0.0	0.0	0.20308	0.0	0.02426	0.03747	0.60211	0.01993	0.31022	0.17399	0.98865	0.37458	0.04692	0.10192	0.0	0.03161	0.0	0.31516	0.0	0.0	0.63954	0.0	0.15433	0.2769	2.40968	0.4701	0.36149	0.14829	0.04625	0.08311	0.9196	0.12549	0.05181	0.0	0.29141	0.00648	0.33957	0.4167	0.28596	0.0	0.5584	0.31348	0.0	0.46107	0.0	0.07874	0.17438	0.16981	0.16801	0.09528
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.19265	0.00335	0.0	0.0	2.19053	0.0	1.63883	0.72814	0.43398	1.7171	0.0	0.0	0.0	8.14087	0.04968	3.82247	0.0	0.0	0.0	0.00248	0.28817	0.31881	3.93309	6.27723	0.02506	0.76259	0.22392	0.0	0.0	0.68974	0.0	0.13147	0.027	0.0	0.26608	0.21016	0.0	1.51974	0.0	2.38382	0.04938	0.03273	0.0	0.05318	0.00042	0.01547	0.0	0.0	1.18547	0.00273	0.0	0.04311	0.11509	0.0	0.0	0.0	0.03809	0.0	0.0	0.0	0.0	0.16462	0.18651	0.37783	0.0	0.0	0.00338	0.04666	0.01238	0.0	0.00992	0.00169	0.00143	0.0	0.14821	0.0	0.60486	0.0	1.28341	0.17161	1.06447	0.0	0.11746	1.33475	0.14195	0.96085	1.35962	0.0886	0.35453	0.0	0.33206	0.95011	1.16014	0.06982	0.3727	2.12413	0.0	0.37841	0.00876	0.6708	0.34688	0.0	0.0	0.29561	0.01836	0.02723	1.08649	0.80667	1.1113	0.01231	0.05129	0.38529	0.2581	0.0	0.0	2.25927	0.50404	0.56664	3.11276	1.2039	0.0	2.84235	0.90453	0.0	0.97759	3.8453	0.17579	1.609	0.0	0.66209	0.55029	5.21109	0.03455	0.00412	0.76184	0.0	0.0	0.0	0.0	0.02492
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.17734	0.20513	0.38055	0.36694	0.28807	0.51149	0.23588	0.34696	0.25156	0.88657	0.39442	0.27218	0.45587	0.52202	0.64917	0.52702	0.31047	0.22749	0.42418	0.33493	0.19402	0.17008	0.43951	0.21212	0.33574	2.12659	0.77232	0.36363	0.23498	0.15478	0.26033	0.11357	0.93229	0.0	0.52976	0.30055	0.41334	0.48239	1.06646	0.26831	0.94189	1.26565	0.17416	2.64437	1.23413	0.60412	1.11155	0.18836	0.10573	0.65409	0.69747	1.7128	0.40816	0.54631	0.59067	0.35272	0.40749	0.69537	0.41055	0.05151	0.35868	0.10785	0.20179	0.7557	0.57168	0.24347	0.30509	0.61289	0.58327	0.52981	0.61913	0.13608	0.13105	0.52572	0.04145	0.26954	0.32034	0.32348	0.22126	0.73809	0.18051	0.20769	0.14376	0.39505	0.44956	0.16265	0.11222	1.2579	0.49632	0.27789	0.27645	0.38738	0.10513	1.13898	0.05241	0.21508	0.75949	0.77763	0.23286	0.36045	0.17441	0.21988	0.17054	0.74699	0.67876	1.04731	0.27409	0.15051	0.5821	0.55225	0.86898	0.36314	0.6271	0.53289	1.96537	0.147	0.36394	0.6639	0.13717	1.21749	0.27002	1.21875	0.11614	0.37089	0.35811	0.07225	0.27129	0.24725	0.40146	1.51647	0.08303	0.56386	2.61132	0.54336	0.79979	0.26366	0.34007	0.50883	0.24279	0.45097
k__Bacteria|p__Firmicutes|c__CFGB1462	0.13546	0.0	0.0	0.0	0.02419	0.00392	0.0	0.70152	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01198	0.0	0.0	0.20731	0.00087	0.0	0.0	0.00085	0.0	0.0	0.15229	0.0	0.00451	0.0	0.0	0.0	0.04658	0.0	0.0	0.0	0.0	0.0	0.0	0.00614	0.0	0.0	0.0	0.0	0.0	0.24934	0.0	0.0	0.0	0.12316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0241	0.0	0.06991	0.0	0.0	0.0	0.0	0.00077	0.0	0.00077	0.0	0.01666	0.0	0.02847	0.01095	0.0	0.0	0.01511	0.0	0.21331	0.0	0.0	0.24229	0.0	0.14007	0.27159	0.0	0.0	0.0	0.00813	0.0	0.00921	0.0	0.0	0.07422	0.0	0.0	0.0	0.00603	0.02179	0.0	0.0	0.00759	0.0	0.0	0.19442	0.0	0.01092	0.0	0.0052	0.0	0.01579	0.0	0.00113	0.1073	0.03677	0.0	0.0	0.0	0.0	0.0	0.00712	0.0	0.0	0.0	0.0	0.0	0.13438	0.0	0.08465	0.40147	0.09714	0.0	0.0	0.00165	0.0	0.0	0.0	0.01289
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.07581	0.04112	0.01123	0.10549	0.28554	0.18148	0.65845	0.1838	0.16538	0.8242	0.51194	0.01303	0.06583	0.00295	0.14911	0.02388	0.00856	0.0	0.01555	0.19976	0.31664	0.07895	0.04177	0.06596	0.0	0.05298	0.10063	0.01189	0.27401	0.00192	0.02234	0.04447	0.17294	0.0	0.05262	0.1257	0.01779	0.28416	0.03999	0.02147	0.27692	0.02921	0.05256	0.14662	0.04414	0.09751	0.12795	0.50494	0.01388	0.22141	0.33179	1.71364	0.28778	0.05855	0.02689	0.0	0.09208	0.00153	0.0456	0.03565	0.00256	0.10187	0.01812	0.15803	0.08881	0.13094	0.02841	0.01481	0.29461	0.02666	0.16145	0.05581	0.07415	0.03057	0.32015	1.03081	0.14749	0.29036	1.41578	0.17309	0.31849	0.0421	1.32346	0.16395	0.24247	0.02356	1.92387	0.0	0.70567	0.01079	2.67398	0.08	0.28871	0.57626	0.86434	0.51408	0.10065	0.03601	0.00147	0.21306	0.91807	0.98397	0.00074	0.00156	0.06165	0.00736	0.16927	0.06872	0.3475	0.3418	0.21489	0.34015	0.79671	0.04892	0.00305	0.01783	0.00612	0.03597	0.21321	0.54729	0.05791	0.06671	0.25665	0.01996	0.04553	0.00449	0.00842	0.09656	0.42297	0.0	0.34082	0.02226	0.0	0.00687	0.03389	0.1657	0.30234	0.27482	0.10925	0.09225
k__Bacteria|p__Bacteroidetes|c__CFGB544	0.06836	0.09384	0.06975	0.00766	0.05545	0.78058	0.26945	0.21158	0.4433	0.84081	0.06333	0.498	1.07694	0.00725	0.09958	0.2274	0.34371	0.14643	0.05711	0.45857	0.14097	0.09809	0.08268	0.00704	0.12262	0.07566	0.11251	0.09855	0.21667	0.35903	0.0214	0.45347	0.17104	0.0	0.16183	0.18581	0.00357	0.32005	0.01582	0.25395	0.0	0.03018	0.04101	0.07046	0.1009	0.15747	0.16665	0.01582	0.38079	0.19512	1.5204	0.04385	0.59802	0.02529	0.18922	0.24128	0.01251	0.15967	0.06521	0.02042	0.07192	0.23576	0.04696	0.63675	0.00764	0.08712	0.11626	0.35439	0.64047	0.2534	0.08637	0.0	0.11702	0.1467	0.28779	0.1127	0.13324	0.1007	0.2514	1.12682	1.5017	0.16422	0.2973	0.11781	0.43841	0.16578	0.28803	0.93255	0.49298	0.69796	1.11864	0.32683	0.37603	0.27832	0.3837	0.00409	0.00069	0.06546	0.39047	0.93086	0.0227	0.40494	0.46382	0.12605	0.02822	0.14056	0.28645	0.73331	0.10921	0.70151	0.11753	0.42397	0.12167	0.03977	0.0291	0.1553	0.35331	0.08158	0.74086	0.13821	0.1359	0.39945	0.76366	0.18842	0.34539	0.43389	0.13633	0.05911	0.51274	0.0	1.26677	0.6779	0.84307	0.60156	0.0336	0.04318	0.2338	0.10345	0.09818	0.11288
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.06476	0.0	0.02466	0.00258	0.0925	0.01301	0.24054	0.06791	0.05262	0.06052	0.04187	0.02451	0.00052	0.18393	0.12238	0.08475	0.0	0.00202	0.00227	0.0206	0.02554	0.03924	0.1367	0.09154	0.0	0.21442	0.01399	0.01798	0.02612	0.09084	0.0	0.02812	0.07001	0.0	0.0695	0.03446	0.00422	0.12579	0.0033	0.07487	0.0137	0.00047	0.00361	0.00811	0.03707	0.0025	0.00054	0.0	0.06092	0.0	0.0	0.10385	0.24615	0.00022	0.00638	0.00185	0.0	0.04213	0.0	0.0	0.01323	0.01214	0.01375	0.11563	0.02086	0.01186	0.01087	0.00499	0.02908	0.00958	0.0066	0.0	0.02702	0.00685	0.04807	0.04213	0.014	0.02303	0.06662	0.04567	0.13652	0.0	0.1037	0.07951	0.11042	0.1112	0.05466	0.16777	0.05996	0.0	0.07998	0.0059	0.05972	0.0	0.03672	0.10486	0.05291	0.03601	0.0465	0.03961	0.07003	0.04071	0.01814	0.10231	0.0	0.06283	0.1538	0.05304	0.01758	0.0	0.05661	0.0083	0.09828	0.00845	0.02039	0.13375	0.07486	0.04085	0.06482	0.02138	0.00225	0.01577	0.06538	0.0	0.1153	0.09584	0.00665	0.13871	0.07068	0.10481	0.08916	0.0	0.0	0.00098	0.11278	0.0938	0.05266	0.0	0.03714	0.04339
k__Bacteria|p__Firmicutes|c__CFGB1425	0.06007	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.00303	0.00274	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01487	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.0	0.0	0.0	0.0	0.0	0.0	0.00384	0.02732	0.0	0.0	0.0	0.0	0.0	0.00608	0.0	0.0	0.00757	0.0	0.0061	0.0	0.0	0.00048	0.0	0.0	0.0	0.00364	0.0	0.0	0.00285	0.0	0.0	0.00328	0.0	0.00076	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00873	0.00274	0.0	0.0	0.0	0.0	0.01004	0.00407	0.0	0.00265	0.00238	0.0	0.0	0.0	0.0	0.0	0.00694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.02508	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01282	0.0
k__Bacteria|p__Firmicutes|c__CFGB3170	0.05427	0.00075	0.0	0.0	0.08927	0.05972	0.0964	0.54483	0.1393	0.06303	0.0	0.00222	0.0	0.17714	0.0	0.56734	0.00384	0.0	0.0	0.0252	0.03728	0.01248	0.0406	0.32044	0.0	0.0	0.07231	0.0	0.07693	0.1614	0.00609	0.085	0.04712	0.0	0.02081	0.00291	0.0	0.0	0.0	0.05409	0.02128	0.0	0.0	6e-05	0.01166	0.04158	0.03394	0.0	0.1309	0.0	0.0	0.0	0.00952	0.1361	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.04224	0.00392	0.14759	0.0	0.0	0.0	0.0051	0.04728	0.00514	0.0	0.0	0.01826	0.00043	0.10358	0.02021	0.05766	0.05702	0.0855	0.05567	0.10873	0.0	0.26026	0.00948	0.019	0.1252	0.09535	0.0958	0.01272	0.01205	0.19589	0.07314	0.03654	0.0	0.03027	0.38916	0.36713	0.05176	0.07642	0.07222	0.02055	0.13949	0.00547	0.07773	0.0	0.01416	0.04614	0.12077	0.0	0.0	0.08808	0.0446	0.01172	0.0	0.00226	0.06827	0.07214	0.08911	0.06295	0.0061	0.00585	0.89959	0.05117	0.12519	0.04902	0.11524	0.03085	0.03718	0.21231	0.06963	0.02331	0.00424	0.53928	0.01072	0.03697	0.06134	0.11134	0.0275	0.20317	0.04985
k__Bacteria|p__Firmicutes|c__CFGB33845	0.04588	0.06319	0.06952	0.70256	0.09637	0.33324	0.57168	0.11356	0.03435	0.08558	0.04043	0.23529	0.83233	0.3369	0.0	0.09425	0.14813	0.15327	0.26594	0.30749	0.21795	0.03918	0.09721	0.0	0.0	0.19669	0.06696	0.08206	0.24109	0.16597	0.0	0.11753	0.07836	0.0	0.11908	0.0	0.0	0.0	0.03739	0.15936	0.0	0.31612	0.0	0.0	0.0	0.02597	0.0	0.0	0.07158	0.0	0.03045	0.0	0.0	0.0	0.0	0.24051	0.01846	0.11669	0.0	0.0	0.07693	0.1956	0.26196	0.21746	0.0	0.0	0.00388	0.42523	0.36682	0.91913	0.23998	0.03301	0.20138	0.21822	0.01095	0.04585	0.0	0.02802	0.20319	0.47012	0.19768	0.0	0.62857	0.13302	0.19757	0.04328	0.09491	0.19471	0.0	0.1028	0.00835	0.0	0.03291	0.0	0.03035	0.0	0.0	0.0	0.04726	0.07427	0.08321	0.07	0.02832	0.16109	0.0	0.0	0.0	0.04648	0.0	0.0	0.01089	0.0	0.78438	0.0	0.23417	0.15715	0.0158	0.15802	0.02427	0.0	0.01336	0.0	0.18908	1.02939	0.22108	0.0	0.0	0.18256	0.16705	0.46576	0.09027	0.10537	4.64933	0.0	0.0	1.02456	0.10772	0.89299	0.11517	0.01267
k__Bacteria|p__Actinobacteria|c__CFGB4469	0.04527	0.01944	0.04083	0.04194	0.0752	0.05006	0.09162	0.28447	0.09217	0.1012	0.01817	0.042	0.03152	0.00997	0.04956	0.11259	0.03675	0.00566	0.06658	0.05344	0.03062	0.05651	0.10352	0.0095	0.00317	0.36525	0.09141	0.04152	0.01049	0.03562	0.0	0.02366	0.0	0.0	0.17217	0.04584	0.0	0.44325	0.05433	0.14302	0.11818	0.02199	0.0	0.0	0.0	0.17906	0.02503	0.0	0.02728	0.0	0.01846	0.0	0.30375	0.0	0.0	0.01628	0.01	0.07536	0.0	0.0	0.01103	0.01811	0.10398	0.03941	0.02651	0.0	0.00232	0.17108	0.11135	0.08781	0.02695	0.00987	0.03582	0.02971	0.28278	0.09372	0.00907	0.11828	0.09102	0.06949	0.0153	0.05119	0.02224	0.24646	0.18	0.4687	0.1031	0.50842	0.29685	0.00929	0.0244	0.31965	0.08529	0.11487	0.01803	0.04741	0.11901	0.24531	0.03939	0.26372	0.09672	0.02074	0.02185	0.06713	0.0	0.01158	0.05104	0.25233	0.0	0.0	0.14156	0.0	0.33902	0.0	0.15829	0.011	0.18681	0.1692	0.05646	0.24402	0.00322	0.35105	0.0	0.0	0.066	0.00641	0.00739	0.04198	0.09307	0.17039	0.02687	0.05498	0.19175	0.15501	0.0	0.0764	0.0	0.06511	0.0	0.1508
k__Bacteria|p__Firmicutes|c__CFGB11737	0.02357	0.01118	0.00092	0.00052	0.01466	0.0	0.00632	0.02461	0.00784	0.02497	0.0	0.00285	0.00312	0.00037	0.00718	0.04167	0.00261	0.00497	0.0	0.01667	0.00141	0.00614	0.01657	0.00217	0.0	0.00041	0.02498	0.00568	0.00579	0.02713	0.0	0.01579	0.06438	0.0	0.01021	0.00064	0.00517	0.00587	0.02544	0.00536	0.00067	0.02816	0.0	0.0	0.0	0.0006	0.01646	0.0	8e-05	0.00932	0.05809	0.01307	0.03485	0.01055	0.0138	0.00865	0.0	0.08221	0.02738	0.0	0.00132	0.02251	0.00528	0.02432	0.00948	0.01586	0.02291	0.00101	0.00458	0.04136	0.01628	0.0019	0.01902	0.02787	0.01359	0.01602	0.01626	0.04436	0.00612	0.00305	0.02788	0.00709	0.0	0.00319	0.01312	0.01244	0.00092	0.0	0.04933	0.00387	0.03179	0.01673	0.02442	0.03634	0.00303	0.00456	0.00743	0.00748	0.00613	0.00201	0.00969	0.08276	0.00931	0.00056	0.00031	0.01814	0.0202	0.00441	0.01035	0.0	0.02185	0.01536	0.00874	0.04693	0.07983	0.0115	8e-05	0.01875	0.03363	0.01826	0.05828	0.00682	0.08148	0.0	0.01352	0.01944	0.00149	0.0014	0.00243	0.01954	0.01409	0.05148	0.0	0.005	0.01335	0.02341	0.05145	0.00636	0.03912	0.00792
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae	0.023	0.0	0.0	0.00192	0.1945	0.0089	0.17265	0.19186	0.01631	0.01987	0.0	0.0	0.00085	0.22303	0.12012	0.06965	0.0	0.0	0.0	0.01287	0.01236	0.08142	0.03876	1.46893	0.04327	0.03576	0.0	0.0	0.05409	0.04674	0.00774	0.03499	0.16672	0.0	0.03177	0.00175	0.0	0.0	0.0	0.00042	0.0	0.0	0.00715	0.0	0.0	0.00502	0.0	0.0	0.0164	0.0	0.0	0.01326	0.02224	0.00714	0.0	0.0	0.00244	0.0	0.0	0.0	0.00088	0.01389	0.04177	0.06785	0.0	0.0	0.0	0.0	0.01345	0.0	0.02097	0.0	0.00042	0.0	0.07328	0.01041	0.00053	0.00651	0.27644	0.00847	0.02981	0.0	0.00931	0.01272	0.01291	0.07434	0.01437	0.00452	0.00337	0.0	0.02441	0.07673	0.0185	0.03898	0.08892	0.1174	0.01329	0.0	0.00078	0.00978	0.0579	0.00353	0.0062	0.02888	0.0	0.01951	0.08831	0.00247	0.0	0.01868	0.03315	0.06558	0.0015	0.00098	0.0	0.16778	0.03385	0.01846	0.34478	0.00184	0.01229	0.02312	0.19568	0.0	0.07158	0.12173	0.0	0.04121	0.04978	0.00645	0.1507	0.11944	0.0	0.0	0.0	0.0	0.04661	0.07688	0.00521	0.01268
k__Bacteria|p__Firmicutes|c__CFGB2832	0.0203	0.0	0.0	0.0	0.28452	0.0	0.09964	0.0	0.16856	0.0	0.0	0.0	0.0	0.05301	0.0	0.53353	0.0	0.0	0.0	0.0	0.01554	0.0869	0.17811	0.01556	0.0	0.0	0.0	0.0	0.22787	0.02934	0.00638	0.00107	0.0	0.0	0.02242	0.0	0.0	0.0	0.0	0.04657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01047	0.0	0.0	0.0	0.0	0.0	0.00137	0.09687	0.0	0.0	0.0	0.00011	0.00282	0.0	0.0	0.0	0.0	0.0	0.01136	0.0	0.03379	0.0	0.52503	0.74931	0.09028	0.0	0.01989	0.0	0.15348	0.04913	0.0	0.0	0.0	0.0	0.15656	0.57886	0.02218	0.0	0.17038	0.02746	0.0	0.00463	0.00355	0.06717	0.67932	0.05545	0.0	0.00154	0.0	0.0	0.02532	0.08338	0.0	0.0	0.66619	0.0	0.0	0.0	0.0	0.03461	0.01781	0.0	0.00495	0.0	0.0	0.00671	0.0	0.0	0.01651	0.01574	0.14581	0.0	0.02045	0.0	0.36415	0.0	0.0	0.0	0.0	0.0	0.11731	0.0	0.0	0.01517
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata	0.01947	0.0	0.0	0.0	0.05426	0.0	0.07668	0.00611	0.0536	0.01639	0.0	0.0	0.0	0.08235	0.05188	0.1121	0.0	0.0	0.0	0.0	0.00791	0.0	0.05641	0.19156	0.0	0.0	0.0	0.0	0.07766	0.06745	0.0	0.04468	0.03075	0.0	0.02515	0.05047	0.0	0.0	0.0	0.04355	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.0	0.07927	0.00215	0.0	0.0	0.05212	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.01782	0.0	0.05274	0.0	0.0349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04898	0.0	0.01553	0.0	0.03576	0.01251	0.05102	0.0	0.02064	0.0	0.00504	0.06962	0.07057	0.04071	9e-05	0.0	0.0	0.08426	0.05416	0.01948	0.04945	0.07833	0.00578	0.0	0.0	0.01591	0.00967	0.01434	0.0	0.04709	0.0	0.0	0.06382	0.01647	0.0	0.0	0.02745	0.0312	0.00379	0.0	0.0	0.07423	0.0353	0.00295	0.07686	0.0	0.0	0.05893	0.05675	0.0	0.21102	0.1999	0.0	0.07518	0.01499	0.03551	0.06897	0.33698	0.0	0.00165	0.0113	0.00613	0.0	8e-05	0.0	0.0025
k__Bacteria|p__Firmicutes|c__CFGB1358	0.01353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10021	1.50531	0.0	0.0	0.0	0.0	0.0	0.0321	0.08197	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	0.5757	0.00311	0.0	0.0	0.0	0.10662	0.0	0.0	0.0	0.0	0.28291	0.0	0.0	0.0	0.0	0.0	5.04835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68942	0.0	0.0	0.5372	0.0	0.0	0.03651	0.03988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3282	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.08859	0.0	0.0	0.16675	0.0	0.0	0.0	0.00361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07324	0.0	1.07614	0.0	0.0	1.42061	0.0	0.0	0.19784	0.0	0.19522	0.0	0.0	2.95871	0.0	0.0	0.0	0.0
k__Bacteria|p__Spirochaetes|c__CFGB4774	0.01033	0.00287	0.01621	0.03004	0.1213	0.03608	0.07519	0.06976	0.00964	0.0907	0.0	0.03196	0.0	0.03566	0.00743	0.00186	0.01581	0.0	0.0	0.00979	0.00495	0.0266	0.00103	0.00504	0.00871	0.02254	0.03742	0.01221	0.01487	0.01506	0.0	0.06018	0.02384	0.0	0.10782	0.02501	0.00555	0.02516	0.0	0.0144	0.01492	0.00266	0.03828	0.07897	0.00736	0.4392	0.025	0.0	0.01329	0.00198	0.33645	0.00615	0.01936	0.01518	0.01902	0.04989	0.01067	0.00063	0.22083	0.0	0.00118	0.01777	7e-05	0.00428	0.00686	0.05327	0.00202	0.00408	0.02856	0.09309	0.01252	0.00515	0.02027	0.01721	0.05553	0.00345	0.00038	0.02341	0.07245	0.03721	0.02345	0.0	0.03666	0.0158	0.01832	0.08929	0.00225	0.13935	0.03171	0.00942	0.20488	0.02984	0.00646	0.00084	0.0002	0.0594	0.01771	0.00495	0.00181	0.03316	0.00483	0.0419	0.00082	0.00562	0.02132	0.00565	0.0	0.07065	0.00611	0.04858	0.03486	0.12582	0.00975	0.04372	0.00047	0.03481	0.08629	0.05969	0.0137	0.03844	0.11742	0.05971	0.05417	0.15509	0.03829	0.10436	0.02236	0.08323	0.00195	0.01124	0.09398	0.0	0.04938	0.36293	0.0778	0.0	0.00331	0.00176	0.01593	0.06315
k__Bacteria|p__Firmicutes|c__CFGB1470	0.00892	0.0	0.0023	0.02182	0.01669	0.0119	0.02124	0.00415	0.00646	0.00389	0.02098	0.00294	0.0	0.00663	0.01043	0.01082	0.0	0.0	0.00072	0.00111	0.00395	0.00687	0.01465	0.01402	0.12475	0.041	0.00806	0.00121	0.01383	0.01116	0.00505	0.00467	0.009	0.0	0.01841	0.06474	0.01237	0.02667	0.00711	0.01967	0.0622	0.02756	0.0006	0.0	0.02983	0.03658	0.00494	0.0	0.0054	0.01974	0.02233	0.00289	0.00411	0.00365	0.00629	0.00141	0.00214	0.00512	0.0	0.0	0.00479	0.00232	0.0174	0.01027	0.00743	0.0	0.00174	0.01069	0.01131	0.0048	0.00692	0.0	0.00407	0.00261	0.01498	0.00563	0.00572	0.00179	0.00386	0.01046	0.01197	0.0	0.02246	0.04445	0.01796	0.03659	0.00817	0.01687	0.01751	0.01046	0.01412	0.01528	0.00887	0.04406	0.0079	0.03211	0.02907	0.01829	0.00027	0.00945	0.00639	0.00867	0.00219	0.00837	0.0127	0.00805	0.00374	0.02418	0.04307	0.03612	0.00545	0.00354	0.02007	0.00183	0.02725	0.02065	0.01748	0.04325	0.00528	0.05765	0.01033	0.03647	0.02406	0.00733	0.03525	0.0076	0.00198	0.03753	0.00858	0.03009	0.01376	0.09525	0.09089	0.00695	0.01223	0.07022	0.01128	0.041	0.00673	0.00239
